room_type,city,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,name
shared room,lisbon,marvila,54.0,4.5,2,1.0,18.0,lisbon - cheerfull and friendly
shared room,lisbon,arroios,27.0,5.0,9,1.0,22.0,nesthouse lisbon hostel mixed dorm
shared room,lisbon,alvalade,21.0,5.0,1,1.0,21.0,dormbed1 in nesha guesthouse lisbon
shared room,lisbon,santo antónio,13.0,4.5,4,1.0,15.0,low cost hostel marques gardens 4 bed dorm
entire home/apt,lisbon,santa maria maior,70.0,5.0,9,5.0,529.0,luminous cibele
entire home/apt,lisbon,são vicente,7.0,5.0,16,9.0,600.0,apolonia 30 guests 
entire home/apt,lisbon,santa maria maior,24.0,4.5,16,5.0,563.0,chiado trindade i+ii - 5 bedroom
entire home/apt,lisbon,arroios,6.0,5.0,16,10.0,715.0,grand apartment in «largo do intendente»(12rooms)
entire home/apt,lisbon,santo antónio,20.0,5.0,10,4.0,715.0,luxury suites liberdade
entire home/apt,lisbon,arroios,6.0,4.5,16,10.0,600.0,"11 rooms in sunny lisbon, between graça & downtown"
entire home/apt,lisbon,são vicente,1.0,0.0,16,9.0,608.0,30 guests upper class
entire home/apt,lisbon,misericórdia,8.0,4.5,16,3.0,660.0,privatise a small hostel
entire home/apt,lisbon,avenidas novas,9.0,5.0,6,3.0,660.0,bright 3-bedroom with private pool & terrace
entire home/apt,lisbon,arroios,1.0,0.0,13,7.0,541.0,l2 - lisbon garden boutique guest house
entire home/apt,lisbon,misericórdia,35.0,5.0,14,6.0,361.0,flores 105
entire home/apt,lisbon,misericórdia,1.0,0.0,6,2.0,316.0,penthouse | residentas
entire home/apt,lisbon,estrela,30.0,4.5,15,7.0,480.0,charming massive seven bedroom house !!
entire home/apt,lisbon,misericórdia,9.0,4.5,12,3.0,499.0,"yellow pepper building, lisbon"
entire home/apt,lisbon,santa maria maior,19.0,5.0,10,3.0,361.0,alfama 3 | terrace lisboa vida boa
entire home/apt,lisbon,parque das nações,30.0,4.5,8,4.0,331.0,lisboamarinaterrace by the river
entire home/apt,lisbon,santa maria maior,17.0,4.5,11,5.0,348.0, great apart in chiado-rossio new 
entire home/apt,lisbon,são vicente,8.0,5.0,16,6.0,361.0,apolonia3 frontal up to 20 guests
entire home/apt,lisbon,são vicente,7.0,4.5,16,6.0,361.0,apolonia 3 with amazing river view
entire home/apt,lisbon,são vicente,5.0,5.0,16,6.0,480.0,apolonia terrace
entire home/apt,lisbon,são vicente,23.0,4.5,16,6.0,361.0,apolonia 7
entire home/apt,lisbon,misericórdia,52.0,4.5,16,6.0,505.0,bairro alto 6br+3wc up to 27 people
entire home/apt,lisbon,são vicente,25.0,5.0,16,6.0,361.0,apolonia8
entire home/apt,lisbon,arroios,46.0,5.0,16,9.0,480.0,"sao pedro, sleeps 30"
entire home/apt,lisbon,misericórdia,13.0,5.0,8,4.0,342.0,river view apartment alecrim 2b
entire home/apt,lisbon,misericórdia,26.0,5.0,8,4.0,342.0,fantastic alecrim apartment 1b
entire home/apt,lisbon,arroios,3.0,4.5,10,5.0,420.0,bombarda 55
entire home/apt,lisbon,santa maria maior,23.0,5.0,4,2.0,336.0,casa da amendoeira
entire home/apt,lisbon,misericórdia,9.0,4.5,15,4.0,356.0,charmoso duplex no centro do chiado
entire home/apt,lisbon,arroios,38.0,4.5,16,10.0,361.0,passion inn lisbon groups
entire home/apt,lisbon,ajuda,16.0,4.5,7,4.0,345.0,belém luxus house with pool
entire home/apt,lisbon,campo de ourique,60.0,5.0,14,6.0,336.0,large families and groups in lisbon
entire home/apt,lisbon,misericórdia,3.0,5.0,14,7.0,420.0,our little spot in chiado
entire home/apt,lisbon,santa maria maior,26.0,5.0,10,5.0,443.0,downtown seaview apartment
entire home/apt,lisbon,santo antónio,2.0,0.0,8,3.0,336.0,lisbon charming house with garden
entire home/apt,lisbon,santa maria maior,34.0,4.5,15,5.0,479.0,tejo i+ ii sunny with fantastic river view!
entire home/apt,lisbon,são vicente,22.0,5.0,10,4.0,312.0,charming house in alfama
entire home/apt,lisbon,são domingos de benfica,68.0,5.0,10,5.0,480.0,casa dos prestes
entire home/apt,lisbon,são vicente,1.0,0.0,6,2.0,408.0,"rh lagares | 74, lisbon luxury & swimming pool"
entire home/apt,lisbon,alvalade,5.0,4.5,7,3.0,390.0,apartment with big garden and pool
entire home/apt,lisbon,estrela,7.0,5.0,8,4.0,469.0,lisbon river sight - luxury  duplex
entire home/apt,lisbon,alvalade,6.0,5.0,10,5.0,378.0,fabulous villa with private pool in central lisbon
entire home/apt,lisbon,misericórdia,60.0,5.0,8,3.0,450.0,príncipe real quintinha garden
entire home/apt,lisbon,santo antónio,20.0,5.0,16,6.0,479.0,liberdade i
entire home/apt,lisbon,são vicente,2.0,0.0,6,3.0,324.0,"amazing amouraria 3 bed - view, pool and park"
entire home/apt,lisbon,avenidas novas,2.0,0.0,10,5.0,390.0,perfect for families or groups in central lisbon!
entire home/apt,lisbon,misericórdia,1.0,0.0,12,5.0,359.0,a casa da rua do norte
entire home/apt,lisbon,estrela,5.0,5.0,6,3.0,361.0,"castle in the sky, world class views and living"
entire home/apt,lisbon,santo antónio,53.0,4.5,8,4.0,361.0,lisbon family apart in bairroalto - 5946/al.
entire home/apt,lisbon,misericórdia,28.0,5.0,6,3.0,456.0,chiado | luxury penthouse
entire home/apt,lisbon,estrela,106.0,5.0,10,5.0,361.0,"lapa terrace, luxury apartment"
entire home/apt,lisbon,belém,1.0,0.0,2,1.0,210.0,cozy 1 room apartment in quiet area
entire home/apt,lisbon,santo antónio,1.0,0.0,12,4.0,300.0,central duplex apartment with huge balcony
entire home/apt,lisbon,santa maria maior,29.0,4.5,7,3.0,216.0,luxury bairro alto lisbon apartment
entire home/apt,lisbon,santa maria maior,31.0,4.5,11,4.0,300.0,apartment in lisbon 237 - chiado
entire home/apt,lisbon,estrela,45.0,5.0,8,5.0,300.0,casa do marquês - a lisbon paradise
entire home/apt,lisbon,avenidas novas,5.0,5.0,10,7.0,300.0,lisbon finest in parque eduardo vii
entire home/apt,lisbon,santa maria maior,19.0,5.0,6,3.0,222.0,chiado deluxe apartment 
entire home/apt,lisbon,misericórdia,10.0,4.5,8,2.0,246.0,"blue pepper apartment, lisbon"
entire home/apt,lisbon,arroios,1.0,0.0,10,5.0,240.0,summer terrace flat - city center!
entire home/apt,lisbon,santa maria maior,3.0,4.5,6,3.0,211.0,balcony best location
entire home/apt,lisbon,misericórdia,3.0,4.0,7,3.0,211.0,lisbon five stars apartment 8building - 3 bedrooms
entire home/apt,lisbon,misericórdia,2.0,0.0,7,3.0,211.0,lisbon five stars apartment 8building - 3 berdooms
entire home/apt,lisbon,estrela,3.0,5.0,6,3.0,234.0,exceptional in lisbon
entire home/apt,lisbon,santa maria maior,1.0,0.0,2,1.0,210.0,loft • único • sé • charme
entire home/apt,lisbon,campo de ourique,1.0,0.0,4,2.0,216.0,charming loft-15 minutes to the center by 28 tram
entire home/apt,lisbon,misericórdia,1.0,0.0,6,3.0,240.0,amazing duplex in central area!
entire home/apt,lisbon,santo antónio,17.0,4.0,6,3.0,229.0,t3 luxury duplex at av liberdade
entire home/apt,lisbon,misericórdia,2.0,0.0,8,4.0,240.0,"silver mustard apartment, lisbon"
entire home/apt,lisbon,santo antónio,80.0,4.5,16,8.0,216.0,central 8 rooms w/ terrace & garden
entire home/apt,lisbon,misericórdia,3.0,5.0,15,5.0,229.0,bairro alto-bica the hippest and coolest
entire home/apt,lisbon,santa maria maior,62.0,5.0,10,3.0,239.0,new! castle loios-premium apartment
entire home/apt,lisbon,misericórdia,31.0,4.5,7,3.0,216.0,principe real deluxe house
entire home/apt,lisbon,misericórdia,1.0,0.0,9,4.0,265.0,two large connected apartments chiado/bairro alto
entire home/apt,lisbon,santa maria maior,2.0,0.0,6,2.0,252.0,graça residence-alfama lisboa - 24406/al
entire home/apt,lisbon,santa maria maior,1.0,0.0,9,4.0,265.0,porta design - sé de lisboa
entire home/apt,lisbon,misericórdia,16.0,4.5,6,3.0,241.0,centrally located apartment with terrace combro 61
entire home/apt,lisbon,misericórdia,6.0,5.0,4,2.0,216.0,luxus santa catarina i bairro alto
entire home/apt,lisbon,santo antónio,34.0,4.5,9,3.0,218.0,flores terrace up to 9 guests
entire home/apt,lisbon,misericórdia,77.0,5.0,9,4.0,216.0,chiado terrace scenic river&city view/ac/4bedrooms
entire home/apt,lisbon,misericórdia,61.0,4.5,10,5.0,265.0,amazing terrace for 10  transfer and wine is offer
entire home/apt,lisbon,arroios,11.0,4.5,12,6.0,296.0,charm in largo do intendente (apartment: 6-12 pax)
entire home/apt,lisbon,são vicente,2.0,0.0,6,3.0,216.0,lisbon by foot
entire home/apt,lisbon,misericórdia,3.0,5.0,5,3.0,267.0,chiado luxury 3 bed apt nr cais sodre w river view
entire home/apt,lisbon,santa maria maior,24.0,4.5,16,5.0,222.0,smile hostel
entire home/apt,lisbon,santa maria maior,26.0,5.0,5,2.0,216.0,charming and sophisticated in the best of chiado
entire home/apt,lisbon,são vicente,109.0,4.5,7,3.0,216.0,lisboa típica mas com jacuzzi !
entire home/apt,lisbon,misericórdia,83.0,5.0,8,3.0,259.0,"elegant luxury in chiado, camoes sq"
entire home/apt,lisbon,estrela,11.0,4.5,9,4.0,240.0,spacious esperança apartment /w pateo
entire home/apt,lisbon,misericórdia,21.0,4.5,6,3.0,265.0,eclectic elegance chiado - garage
entire home/apt,lisbon,santa maria maior,42.0,5.0,6,3.0,300.0,luxury castle apartment
entire home/apt,lisbon,são vicente,13.0,5.0,4,1.0,239.0,living graça
entire home/apt,lisbon,santa maria maior,13.0,5.0,10,3.0,265.0,luxury apartment lisbon downtown
entire home/apt,lisbon,santa maria maior,39.0,4.5,10,3.0,215.0,travessa i-charm in historic alfama
entire home/apt,lisbon,avenidas novas,1.0,0.0,12,6.0,240.0,lisbonera - central apartment in lisbon
entire home/apt,lisbon,lumiar,6.0,4.5,10,5.0,240.0,lisbon north villa
entire home/apt,lisbon,areeiro,11.0,5.0,12,6.0,234.0,home out apartment 3e at city center
entire home/apt,lisbon,arroios,5.0,4.5,12,7.0,210.0,"avalita apartment, alameda, lisboa"
entire home/apt,lisbon,areeiro,4.0,5.0,12,6.0,234.0,home out apartment 4d at city center
entire home/apt,lisbon,arroios,11.0,4.5,10,4.0,240.0,passion inn lisbon - portugal house
entire home/apt,lisbon,parque das nações,1.0,0.0,3,1.0,300.0,1 bdr apt. perfect for lisbon web summit attendees
entire home/apt,lisbon,parque das nações,15.0,5.0,4,2.0,276.0,903lisboa modern apartment in expo
entire home/apt,lisbon,areeiro,17.0,4.5,10,4.0,207.0,blue house located right in the heart of lisbon
entire home/apt,lisbon,avenidas novas,9.0,5.0,10,5.0,288.0,classified building. amazing apartment. campo peq.
entire home/apt,lisbon,santa maria maior,19.0,4.5,2,3.0,216.0,apartment in lisbon 248 - chiado
entire home/apt,lisbon,arroios,19.0,4.5,12,6.0,288.0,private vintage apartment (6 double rooms 5 wc)
entire home/apt,lisbon,misericórdia,7.0,4.5,8,4.0,240.0,cozy apartment in lisbon
entire home/apt,lisbon,belém,14.0,5.0,4,1.0,240.0,belem typical charming apt
entire home/apt,lisbon,santa maria maior,10.0,5.0,8,4.0,288.0,charming apart in old city center
entire home/apt,lisbon,misericórdia,18.0,4.5,9,4.0,288.0,principe real sao bento  new4 bed ideal for group
entire home/apt,lisbon,arroios,12.0,4.5,16,5.0,240.0,liverpool antic
entire home/apt,lisbon,santa maria maior,6.0,4.5,9,4.0,216.0,apartment in lisbon 200 - chiado
entire home/apt,lisbon,santa clara,2.0,0.0,3,1.0,32.0,sunny apartment in lisbon
entire home/apt,lisbon,santa maria maior,26.0,4.5,2,1.0,35.0,"alfama ""pateo"" cosy studio"
entire home/apt,lisbon,são vicente,1.0,0.0,10,3.0,240.0,5 rooms in alfama 3b - balby's b&b
entire home/apt,lisbon,arroios,6.0,4.0,8,4.0,252.0,charming apartment with cosy garden - casa lisboa
entire home/apt,lisbon,santa maria maior,1.0,0.0,4,1.0,210.0,saddler's apart. river view balcony
entire home/apt,lisbon,santa maria maior,29.0,4.5,6,3.0,210.0,xviii century apartment in chiado
entire home/apt,lisbon,misericórdia,14.0,4.5,10,3.0,225.0,modern conde barao - river duplex
entire home/apt,lisbon,santa maria maior,1.0,0.0,8,4.0,273.0,2 connected apartments with balcony @ baixa/chiado
entire home/apt,lisbon,misericórdia,36.0,4.5,16,7.0,300.0,bairro alto town house
entire home/apt,lisbon,santo antónio,7.0,4.5,12,4.0,210.0,príncipe real 4 bedroom apartment.
entire home/apt,lisbon,belém,2.0,0.0,6,4.0,300.0,restelo plaza suites
entire home/apt,lisbon,parque das nações,11.0,4.5,8,4.0,216.0,cdf holiday apartments.
entire home/apt,lisbon,santo antónio,36.0,4.5,16,6.0,216.0,br.alto-pr.real cozy 3 apt building
entire home/apt,lisbon,santa maria maior,16.0,4.5,4,2.0,265.0,lisbon heart apartment t2 vibrant
entire home/apt,lisbon,arroios,34.0,4.5,16,8.0,300.0,angola
entire home/apt,lisbon,santo antónio,4.0,4.5,6,2.0,265.0,apartmento central e solarengo - sleeps 4 + 2
entire home/apt,lisbon,santa maria maior,20.0,4.0,9,4.0,300.0,apartment in lisbon 220 - chiado
entire home/apt,lisbon,santa maria maior,1.0,0.0,6,2.0,300.0,top floor apartment with the view
entire home/apt,lisbon,belém,2.0,0.0,16,7.0,300.0,casa típica portuguesa
entire home/apt,lisbon,misericórdia,18.0,4.0,10,5.0,263.0,"gold mustard apartment, lisbon"
entire home/apt,lisbon,misericórdia,10.0,4.0,10,5.0,300.0,huge apartment calçada do combro
entire home/apt,lisbon,santa maria maior,14.0,5.0,10,4.0,239.0,"remedios iii - 4 rooms, river view!"
entire home/apt,lisbon,arroios,1.0,0.0,10,5.0,234.0,city summer house - lisbon center
entire home/apt,lisbon,penha de frança,106.0,4.5,11,5.0,216.0,duplex penthouse in central lisbon
entire home/apt,lisbon,santa maria maior,3.0,5.0,4,1.0,240.0,lisbon braveheart apartment
entire home/apt,lisbon,belém,7.0,4.5,6,2.0,300.0,belem cosy portuguese apt
entire home/apt,lisbon,santo antónio,1.0,0.0,5,2.0,234.0,luxury yet cozy flat with terrace in principe real
entire home/apt,lisbon,santa maria maior,8.0,5.0,8,3.0,240.0,chiado apartments camões 3/4
entire home/apt,lisbon,santo antónio,4.0,5.0,11,4.0,240.0,bernardim beige in central lisbon
entire home/apt,lisbon,arroios,4.0,5.0,5,4.0,215.0,lisbon city center charm|garden|family|trendy
entire home/apt,lisbon,santa maria maior,20.0,4.5,10,4.0,216.0,apartment in lisbon 252 - chiado
entire home/apt,lisbon,arroios,13.0,5.0,16,8.0,300.0,"luxury 8 bedrooms flat - park view, central lisbon"
entire home/apt,lisbon,santa maria maior,8.0,4.5,4,2.0,300.0,wonderful duplex in chiado  view  
entire home/apt,lisbon,santa maria maior,2.0,0.0,12,3.0,299.0,"chiado-trindade i, 3 beds 2,5 baths"
entire home/apt,lisbon,estrela,1.0,0.0,8,4.0,300.0,new! the elegant lapa apartment + bus tour offer
entire home/apt,lisbon,misericórdia,11.0,5.0,8,3.0,288.0,real charm in príncipe real/chiado
entire home/apt,lisbon,avenidas novas,2.0,0.0,6,4.0,207.0,heart of lisbon - amazing views!
entire home/apt,lisbon,misericórdia,71.0,4.5,12,5.0,240.0,"charming apartment in bica,up to 12"
entire home/apt,lisbon,misericórdia,2.0,0.0,6,2.0,300.0,feelinglisbon terrace and garden
entire home/apt,lisbon,santa maria maior,2.0,0.0,6,3.0,234.0,"lisbon downtown center apartment ii, chiado"
entire home/apt,lisbon,santa maria maior,3.0,4.0,5,2.0,251.0,coeur lisbonne sé alfama chafariz 3
entire home/apt,lisbon,arroios,1.0,0.0,6,3.0,300.0,"sweeping views of lisbon, free wifi"
entire home/apt,lisbon,santa maria maior,7.0,4.5,6,3.0,288.0,lxway apartments madalena luxury
entire home/apt,lisbon,misericórdia,13.0,4.5,8,5.0,229.0,luminoso apartamento  bairro alto 
entire home/apt,lisbon,santa maria maior,65.0,5.0,6,3.0,216.0,lenses house - luxury - historical downtown
entire home/apt,lisbon,misericórdia,2.0,0.0,10,3.0,240.0,historic charming house @ the heart of lisbon
entire home/apt,lisbon,misericórdia,26.0,5.0,6,3.0,240.0,"master deco gem, luxury in bica"
entire home/apt,lisbon,santo antónio,11.0,5.0,16,7.0,300.0,huge 7 bedroom apartment. jardim do príncipe real!
entire home/apt,lisbon,santa maria maior,6.0,4.0,6,3.0,273.0,downtown premium apartment
entire home/apt,lisbon,santa maria maior,35.0,4.5,8,3.0,236.0,terrace suite in downtown lisbon
entire home/apt,lisbon,estrela,1.0,0.0,8,4.0,234.0,new!varandas do marquês v
entire home/apt,lisbon,alvalade,2.0,0.0,10,3.0,229.0,nesha guesthouse lisbon
entire home/apt,lisbon,são vicente,1.0,0.0,6,1.0,227.0,five stars penthouse
entire home/apt,lisbon,arroios,33.0,5.0,16,6.0,300.0,ambitious experience -6 rooms- ideal for families
entire home/apt,lisbon,campo de ourique,37.0,4.5,10,4.0,288.0,stunning view in lisbon city center
entire home/apt,lisbon,parque das nações,15.0,4.0,6,3.0,240.0,rua dos aventureiros
entire home/apt,lisbon,arroios,46.0,4.5,16,6.0,240.0,angola 1
entire home/apt,lisbon,santa maria maior,3.0,4.5,16,4.0,276.0,charming lofts in typical alfama
entire home/apt,lisbon,são vicente,8.0,4.5,4,2.0,216.0,elegant in alfama with free parking
entire home/apt,lisbon,misericórdia,9.0,4.0,7,3.0,300.0,principe real  residence
entire home/apt,lisbon,arroios,21.0,5.0,6,3.0,210.0,a great view in town
entire home/apt,lisbon,santa maria maior,117.0,4.5,12,4.0,295.0,"""silver tram"" in the center (8-10p)"
entire home/apt,lisbon,estrela,20.0,5.0,8,3.0,300.0,luxury sailboat in lisbon
entire home/apt,lisbon,santa maria maior,47.0,5.0,6,3.0,227.0,deluxe duplex in prime location
entire home/apt,lisbon,misericórdia,3.0,4.5,10,3.0,210.0,duplex for 10 in bica - wifi free
entire home/apt,lisbon,arroios,3.0,4.5,8,3.0,252.0,saldanha lux
entire home/apt,lisbon,são vicente,23.0,4.5,12,6.0,238.0,graça terrace 74
entire home/apt,lisbon,santa maria maior,5.0,5.0,7,3.0,227.0,alfama tagus- 3 bedroom apartment with river view!
entire home/apt,lisbon,santo antónio,34.0,5.0,10,5.0,227.0,family apartment in the center of lisbon
entire home/apt,lisbon,são vicente,40.0,5.0,8,5.0,240.0,upper lisbon | lisbon historic center w/ best view
entire home/apt,lisbon,alcântara,4.0,5.0,6,2.0,239.0,junqueira charming apartment 2
entire home/apt,lisbon,santa maria maior,2.0,0.0,6,2.0,265.0,prestige flat 2 rooms - old lisbon
entire home/apt,lisbon,arroios,21.0,4.0,12,3.0,265.0,be gold in central lisbon
entire home/apt,lisbon,misericórdia,102.0,5.0,6,3.0,222.0,the ultimate river view balcony
entire home/apt,lisbon,misericórdia,2.0,0.0,6,3.0,222.0,insuites chiado deluxe terrace
entire home/apt,lisbon,areeiro,1.0,0.0,16,7.0,270.0,a1 ★ sunny modern apartment★ city center | alameda
entire home/apt,lisbon,santo antónio,2.0,0.0,10,3.0,216.0,bernardim brown in central lisbon
entire home/apt,lisbon,santo antónio,18.0,5.0,14,5.0,240.0,spacious 5 bedroom apartment
entire home/apt,lisbon,são vicente,16.0,5.0,10,4.0,265.0,lisbon apartment with private pool
entire home/apt,lisbon,avenidas novas,3.0,5.0,11,7.0,287.0,gulbenkian park residence apartment
entire home/apt,lisbon,misericórdia,78.0,5.0,6,3.0,240.0,chiado luxury apartment
entire home/apt,lisbon,misericórdia,44.0,5.0,6,3.0,240.0,duplex with stunning river view ii
entire home/apt,lisbon,misericórdia,1.0,0.0,6,3.0,222.0,sao paulo- renovated and cosy apartment
entire home/apt,lisbon,santo antónio,3.0,5.0,10,4.0,240.0,lisbon domus 74 - 4
entire home/apt,lisbon,misericórdia,11.0,5.0,8,4.0,300.0,marchesa de bica apartmt - luxury @ lisbon heart
entire home/apt,lisbon,arroios,3.0,5.0,6,3.0,229.0,"rh bombarda | 5 , lisbon apartment deluxe"
entire home/apt,lisbon,estrela,1.0,0.0,9,4.0,229.0,varandas do marquês santos!
entire home/apt,lisbon,santa maria maior,97.0,5.0,9,4.0,180.0,alfama chic 3
entire home/apt,lisbon,misericórdia,3.0,4.0,6,2.0,157.0,fully furnished 2 bedroom apartment downtown bica
entire home/apt,lisbon,misericórdia,25.0,5.0,9,4.0,180.0,lisbon downtown apartment (18th century)-215 sqm
entire home/apt,lisbon,misericórdia,26.0,5.0,9,4.0,180.0,chiado luxury charming flat! free parking!
entire home/apt,lisbon,misericórdia,14.0,4.5,8,5.0,174.0,"duplex,bairro alto,chiado (5 rooms)"
entire home/apt,lisbon,santa maria maior,60.0,4.5,12,3.0,157.0,"ch2- fab central, ac balcony, views"
entire home/apt,lisbon,misericórdia,7.0,4.5,5,3.0,180.0,apartment in lisbon 312 - chiado
entire home/apt,lisbon,misericórdia,24.0,5.0,6,2.0,180.0,apartamento chiado-bairro alto
entire home/apt,lisbon,misericórdia,1.0,0.0,6,2.0,180.0,next to the time out market- apt in lisbon
entire home/apt,lisbon,santa maria maior,24.0,5.0,8,3.0,168.0,t3 in the center of lisbon-chiado
entire home/apt,lisbon,santa maria maior,3.0,5.0,6,3.0,180.0,large and sunny apartment chiado - 1932/al
entire home/apt,lisbon,santa maria maior,19.0,5.0,4,1.0,174.0,the lisboans apartments - penthouse 5a
entire home/apt,lisbon,santa maria maior,2.0,0.0,2,0.0,152.0,green heart lisbon studio apartment
entire home/apt,lisbon,santa maria maior,17.0,4.0,8,4.0,180.0,lisbon secret charming 4 rooms baixa flat
entire home/apt,lisbon,santa maria maior,24.0,5.0,8,3.0,179.0,3 bedroom lovely patio mouraria
entire home/apt,lisbon,santa maria maior,8.0,4.5,4,2.0,146.0,gorgeous sunny riverside  apartment
entire home/apt,lisbon,santa maria maior,67.0,4.5,10,4.0,150.0,premium apartment faces cathedral
